TimeShort,TimeLong,Price
-10.0,-10.0,1.8710399999999998
-1.4285714285714288,-10.0,1.8605999999999998
1.428571428571427,-10.0,1.8641999999999999
4.2857142857142865,-10.0,1.8532799999999998
7.142857142857142,-10.0,1.8774000000000002
-1.4285714285714288,-9.615384615384615,1.8719999999999999
1.428571428571427,-9.615384615384615,1.8876
4.2857142857142865,-9.615384615384615,1.8834
7.142857142857142,-9.615384615384615,1.887
-10.0,-9.23076923076923,1.8971999999999998
-1.4285714285714288,-9.23076923076923,1.9344000000000001
1.428571428571427,-9.23076923076923,1.9488000000000003
4.2857142857142865,-9.23076923076923,1.9488000000000003
7.142857142857142,-9.23076923076923,1.9452000000000003
-10.0,-8.846153846153847,1.9452000000000003
-1.4285714285714288,-8.846153846153847,1.9632
1.428571428571427,-8.846153846153847,1.9362
4.2857142857142865,-8.846153846153847,1.9500000000000002
7.142857142857142,-8.846153846153847,1.9578000000000002
-10.0,-8.461538461538462,1.965
-1.4285714285714288,-8.461538461538462,1.9613999999999998
1.428571428571427,-8.461538461538462,1.9613999999999998
4.2857142857142865,-8.461538461538462,1.9398
7.142857142857142,-8.461538461538462,1.9398
-10.0,-8.076923076923077,1.9416
-1.4285714285714288,-8.076923076923077,1.9422
1.428571428571427,-8.076923076923077,1.9422
4.2857142857142865,-8.076923076923077,1.9094399999999998
7.142857142857142,-8.076923076923077,1.8947999999999998
-10.0,-7.692307692307692,1.881
-1.4285714285714288,-7.692307692307692,1.8888000000000003
1.428571428571427,-7.692307692307692,1.9032
4.2857142857142865,-7.692307692307692,1.8708
7.142857142857142,-7.692307692307692,1.8168000000000002
-10.0,-7.307692307692308,1.8072
-1.4285714285714288,-7.307692307692308,1.7952000000000001
1.428571428571427,-7.307692307692308,1.7892000000000001
4.2857142857142865,-7.307692307692308,1.782
7.142857142857142,-7.307692307692308,1.7808000000000002
-10.0,-6.923076923076923,1.7875200000000002
1.428571428571427,-6.923076923076923,1.7915999999999999
4.2857142857142865,-6.923076923076923,1.7855999999999999
7.142857142857142,-6.923076923076923,1.791
-10.0,-6.538461538461538,1.7988
-1.4285714285714288,-6.538461538461538,1.7879999999999998
1.428571428571427,-6.538461538461538,1.78668
4.2857142857142865,-6.538461538461538,1.78416
7.142857142857142,-6.538461538461538,1.7904
-10.0,-6.153846153846153,1.7934
-1.4285714285714288,-6.153846153846153,1.7952000000000001
1.428571428571427,-6.153846153846153,1.8108
4.2857142857142865,-6.153846153846153,1.8264
7.142857142857142,-6.153846153846153,1.8474
-10.0,-5.769230769230769,1.8474
1.428571428571427,-5.769230769230769,1.8696
4.2857142857142865,-5.769230769230769,1.8696
7.142857142857142,-5.769230769230769,1.8611999999999997
-10.0,-5.384615384615384,1.851
-1.4285714285714288,-5.384615384615384,1.85148
1.428571428571427,-5.384615384615384,1.85148
4.2857142857142865,-5.384615384615384,1.8546
7.142857142857142,-5.384615384615384,1.8521999999999998
-10.0,-5.0,1.8719999999999999
-1.4285714285714288,-5.0,1.8719999999999999
4.2857142857142865,-5.0,1.8782400000000004
7.142857142857142,-5.0,1.86708
-10.0,-4.615384615384616,1.8792
-1.4285714285714288,-4.615384615384616,1.8792
1.428571428571427,-4.615384615384616,1.9236
4.2857142857142865,-4.615384615384616,1.9752
7.142857142857142,-4.615384615384616,1.9889999999999999
-10.0,-4.230769230769232,1.9838399999999998
-1.4285714285714288,-4.230769230769232,1.9728000000000003
1.428571428571427,-4.230769230769232,1.9728000000000003
4.2857142857142865,-4.230769230769232,2.0208
7.142857142857142,-4.230769230769232,2.0316
-10.0,-3.846153846153846,2.0292
-1.4285714285714288,-3.846153846153846,2.0304
1.428571428571427,-3.846153846153846,2.0220000000000002
4.2857142857142865,-3.846153846153846,2.0232
7.142857142857142,-3.846153846153846,2.0184
-10.0,-3.4615384615384617,2.0184
-1.4285714285714288,-3.4615384615384617,2.016
1.428571428571427,-3.4615384615384617,2.016
4.2857142857142865,-3.4615384615384617,1.9931999999999999
7.142857142857142,-3.4615384615384617,2.0016
-10.0,-3.0769230769230766,2.0058
-1.4285714285714288,-3.0769230769230766,2.0058
1.428571428571427,-3.0769230769230766,2.0058
4.2857142857142865,-3.0769230769230766,2.0058
7.142857142857142,-3.0769230769230766,2.0058
-10.0,-2.6923076923076925,2.0058
-1.4285714285714288,-2.6923076923076925,1.9872
1.428571428571427,-2.6923076923076925,1.9788000000000001
4.2857142857142865,-2.6923076923076925,1.9679999999999997
7.142857142857142,-2.6923076923076925,1.9679999999999997
-10.0,-2.3076923076923075,1.9476
-1.4285714285714288,-2.3076923076923075,1.9432800000000001
1.428571428571427,-2.3076923076923075,1.9373999999999998
4.2857142857142865,-2.3076923076923075,1.9373999999999998
7.142857142857142,-2.3076923076923075,1.9373999999999998
-10.0,-1.9230769230769234,1.9116
-1.4285714285714288,-1.9230769230769234,1.9116
1.428571428571427,-1.9230769230769234,1.9116
4.2857142857142865,-1.9230769230769234,1.9116
7.142857142857142,-1.9230769230769234,1.9373999999999998
-10.0,-1.5384615384615383,1.9373999999999998
